publication, user, type, topic, publication_description, quality, num_likes, num_comments, num_share, date, users_tagged
4322,336,Image,Animals,Grey cat jumping,0.010930153633797346,0,0,0,327,4
4323,983,Image,Computer games,Buying on Steam,0.6864677116419797,4,1,1,328,5
4324,326,Video,Music Artist,Family singing,0.6224047599112484,4,1,1,328,10
4325,457,Image,Music Artist,Rap battle on the street,0.03353469328455194,1,0,0,328,1
4326,362,Image,TV show,Family going to the cinema,0.31691891051956367,1,0,0,328,3
4327,843,Text,Sports,Watching football on the TV,0.06822821736688855,0,0,0,328,5
4328,693,Video,Sports,Mbappe coming to Madrid,0.7094235689328683,3,3,2,328,8
4329,153,Image,Sports,Palau Blaugrana show,0.9057022138740188,18,9,6,328,2
4330,448,Text,News and present,Putin negates Ukraine peace agreement,0.11982390778351681,0,0,0,328,2
4331,1,Text,TV show,Breaking bad scene,0.365740715871124,5,2,1,328,7
4332,858,Image,Sports,Kid playing tennis,0.7793440735111166,5,1,1,328,0
4333,933,Text,Sports,Cat playing football,0.10497140335686783,0,0,0,329,5
4334,162,Image,Sports,Mbappe coming to Madrid,0.6907065987645861,11,5,3,329,5
4335,236,Image,Sports,Palau Blaugrana show,0.43342735223104445,7,3,0,329,8
4336,12,Image,Food,Dad cooking rice,0.5212452874902599,8,1,1,329,1
4337,576,Text,Music Artist,Michael Jackson dancing,0.7998100705722366,20,11,10,329,3
4338,208,Video,TV show,Black Batman costume,0.11904973795988749,0,0,0,329,6
4339,91,Image,Animals,Cat eating,0.9518184964963445,26,6,5,329,3
4340,441,Image,Food,Egyptian Cuisine program,0.7612128255180591,19,8,7,329,2
4341,863,Image,TV show,Almodovar on the Oscars gala,0.4607288578187704,3,1,1,329,7
4342,575,Image,Computer games,Buying on Steam,0.4541693193473947,5,1,0,330,4
4343,443,Image,Computer games,Flappy bird creator,0.977665451129497,31,14,10,330,8
4344,33,Video,Music Artist,Elvis Presley show,0.3927357221958615,7,1,1,330,7
4345,305,Image,Sports,Cat playing football,0.8117366311806159,20,5,4,330,5
4346,116,Image,Travels,Swimming on the beach,0.46277293529129526,8,2,0,330,5
4347,67,Image,Food,Turkish doner kebab,0.7789648028079427,23,6,4,330,9
4348,238,Image,Music Artist,Listening queen on the bed,0.5257181184276011,9,3,2,330,8
4349,648,Text,Animals,Rabbit sleeping,0.6140349020369609,7,3,1,330,8
4350,627,Text,Animals,Turtle eating,0.22399149161694354,1,1,1,330,10
4351,576,Text,TV show,Almodovar on the Oscars gala,0.7965585773870636,15,3,3,330,4
4352,456,Video,Travels,Sydney Opera House performance,0.0627755109587751,1,0,0,330,3
4353,211,Image,TV show,Almodovar on the Oscars gala,0.8852018426185685,24,12,6,330,3
4354,55,Image,Animals,Sad dog playing with a ball,0.44305387276798835,5,2,2,330,0
4355,833,Image,TV show,Breaking bad scene,0.9745896043776995,21,8,5,331,2
4356,431,Video,TV show,Almodovar on the Oscars gala,0.8344371506178955,12,3,3,332,3
4357,471,Text,Music Artist,Elvis Presley show,0.033070908714379676,0,0,0,332,2
4358,650,Text,Music Artist,Listening queen on the bed,0.8851612089552066,14,2,2,332,9
4359,635,Image,Drink Brand,Playing football with Gatorade,0.5676406471751151,8,2,1,332,1
4360,324,Image,Computer games,Red Nintendo DS,0.9573374701319958,30,9,8,332,8
4361,77,Text,Animals,Dog eating,0.2068617584367145,1,1,1,332,9
4362,322,Image,Drink Brand,Drinking alcohol,0.2527001310280216,1,0,0,332,2
4363,571,Video,Sports,Family running on the beach,0.42548288954818336,4,1,1,332,8
4364,909,Video,TV show,Black Batman costume,0.37824970857921647,5,1,0,332,2
4365,651,Text,Music Artist,Rap battle on the street,0.5532890910940973,5,2,1,332,0
4366,772,Video,Sports,Mbappe coming to Madrid,0.34220414868583793,2,0,0,332,5
4367,841,Image,Animals,Brown cat jumping,0.23404520468301981,2,1,1,332,8
4368,410,Text,Animals,Cat with glasses and smiling,0.14584815726327005,0,0,0,332,8
4369,253,Image,Food,Cheese fondue in Switzerland,0.9561138352015962,34,14,13,332,5
4370,153,Image,Animals,Elephant walking,0.48037866555156195,16,11,9,332,2
4371,508,Image,Sports,Cat playing football,0.9955363192109162,57,21,16,332,6
4372,936,Image,Sports,Cat playing football,0.7630196716633008,4,2,2,332,1
4373,987,Text,Music Artist,Rap battle on the street,0.4003498395644538,2,0,0,333,6
4374,743,Text,Music Artist,Family singing,0.6776175736273569,3,1,1,333,0
4375,414,Video,Computer games,Auronplay playing Minecraft,0.5011958381423134,6,2,1,333,9
4376,813,Image,Travels,Climbing a mountain,0.2117590497461873,2,1,0,333,9
4377,788,Image,TV show,Tv comedy,0.20772578451726065,1,1,0,333,3
4378,873,Image,TV show,Arcane breaking rankings,0.4284394158017615,0,0,0,333,1
4379,879,Image,Music Artist,Elvis Presley show,0.1365386304269547,0,0,0,333,2
4380,918,Image,Animals,Book of 100 animals,0.735798707177688,10,3,3,333,4
4381,682,Image,Sports,Lakers vs Miami match,0.09375178453004773,0,0,0,333,1
4382,308,Image,TV show,Family going to the cinema,0.4159140616750847,4,0,0,333,6
4383,867,Image,Computer games,Friends playing games on the sofa,0.15242522861677332,0,0,0,333,6
4384,277,Image,Sports,Cat playing football,0.2613424948077293,3,2,1,333,2
4385,556,Video,Sports,Family running on the beach,0.35453214261071964,2,0,0,333,7
4386,266,Image,Music Artist,Led Zeppelin singing,0.8093084224816509,26,6,4,333,1
4387,80,Text,Music Artist,Elvis Presley show,0.2500816710458694,0,0,0,333,8
4388,333,Image,Sports,Palau Blaugrana show,0.7688466906533188,13,4,3,333,10
4389,936,Image,Music Artist,Led Zeppelin singing,0.6511788983616779,2,0,0,333,5
4390,441,Image,TV show,Dog watching the TV,0.42707806496801437,6,2,1,333,6
4391,350,Image,Computer games,Play store menu,0.7977065189939334,15,7,6,333,1
4392,312,Image,Computer games,Tutorial of Valorant,0.07702915409546562,0,0,0,333,7
4393,795,Video,Computer games,Red Nintendo DS,0.5425167390240115,8,1,0,333,3
4394,1,Video,Sports,Lakers vs Miami match,0.5705505314528462,23,5,3,333,3
4395,981,Image,Food,Cheese fondue in Switzerland,0.52127889797392,2,1,1,334,2
4396,637,Video,Sports,Palau Blaugrana show,0.07133636294345713,0,0,0,334,7
4397,533,Video,TV show,Breaking bad scene,0.5328917716372304,9,1,1,335,2
4398,852,Image,Computer games,Auronplay playing Minecraft,0.11203361140144741,2,2,2,335,1
4399,693,Image,Sports,Palau Blaugrana show,0.3488078996756807,1,0,0,335,4
4400,550,Video,Music Artist,Viñarock tickets,0.10596977110203376,0,0,0,335,7
4401,305,Image,Animals,Dog with glasses and smiling,0.43508010875821823,3,1,0,335,2
4402,302,Video,Sports,Kid watching champions league on mobile phone,0.8644783319968601,14,3,3,335,3
4403,506,Video,Sports,Kid playing tennis,0.8373582524403993,21,8,7,335,7
4404,281,Text,Food,Cheese fondue in Switzerland,0.28106596459570965,1,0,0,335,9
4405,229,Video,Sports,Kid playing tennis,0.8670878677239948,15,6,5,335,4
4406,728,Text,Music Artist,Pink Floyd doing a talk,0.40156802174946415,7,3,3,335,6
4407,403,Image,TV show,Family going to the cinema,0.8146848072662312,9,1,1,335,6
4408,192,Image,TV show,Dog watching the TV,0.8614755246595265,22,6,6,335,9
4409,872,Video,Music Artist,Boy and girl dancing,0.8895676668077281,4,2,0,336,3
4410,704,Text,Sports,Tokio Olympic games,0.6997607156043615,7,4,4,336,8
4411,88,Image,Animals,Sad dog playing with a ball,0.8643973020232975,14,5,5,336,8
4412,302,Text,Animals,Brown cat jumping,0.06946178281125215,0,0,0,336,7
4413,245,Image,Sports,Lakers vs Miami match,0.3226230965621124,0,0,0,336,6
4414,133,Image,Animals,Grey cat jumping,0.13606113806933806,0,0,0,336,6
4415,867,Image,Sports,Mbappe coming to Madrid,0.9354529257333362,15,4,3,336,6
4416,999,Video,Music Artist,Family singing,0.4169701610015969,1,0,0,336,1
4417,928,Text,Sports,Watching football on the TV,0.8691379357231438,7,5,4,336,7
4418,7,Text,Computer games,Flappy bird creator,0.2902811363862079,0,0,0,336,9
4419,4,Video,Animals,Family in the safari,0.19580902771209463,0,0,0,336,3
4420,321,Image,TV show,The Great British Baking Show,0.20741940045074325,2,0,0,336,9
4421,369,Text,Food,Italian pizza with cheese,0.5098480501784317,2,1,1,336,3
4422,683,Text,Sports,Cat playing football,0.5085072998499013,2,0,0,336,1
4423,577,Text,Animals,Grey cat jumping,0.06766996621079457,1,1,0,336,9
4424,357,Image,Computer games,Tutorial of Valorant,0.26460078113005714,2,2,1,336,7
4425,11,Video,Sports,Palau Blaugrana show,0.19023434090107272,0,0,0,336,10
4426,711,Video,Food,Italian pizza with cheese,0.0012660037057207196,0,0,0,336,8
4427,5,Video,Sports,Playing paddle,0.34052240146460566,1,0,0,336,4
4428,587,Video,Food,Glass in the microwave,0.09221746454307778,1,1,1,336,7
4429,946,Image,Sports,Kid watching champions league on mobile phone,0.9156083331478306,9,2,1,336,2
4430,900,Image,Music Artist,Pink Floyd doing a talk,0.7528886959391261,7,3,2,336,2
4431,548,Image,Animals,Dog sleeping in bed,0.9097643295666265,21,7,6,336,5
4432,704,Video,TV show,The Great British Baking Show,0.39733798044217516,7,3,2,336,4
4433,30,Image,Animals,Cat sleeping in bed,0.36537531522994315,2,1,0,337,7
4434,187,Video,Music Artist,Driving a car with music,0.3409263583445411,6,1,0,337,8
4435,226,Video,Animals,Happy zebra playing on the floor,0.04185483861287409,0,0,0,337,4
4436,357,Image,Music Artist,1M of assistants in a concert,0.8611889790430098,8,3,1,337,4
4437,144,Image,TV show,Dog watching the TV,0.5411729108056611,5,3,3,337,9
4438,157,Image,Animals,Dog sleeping in bed,0.534922185875278,6,0,0,337,6
4439,530,Video,Sports,Cat playing football,0.7876973548820341,12,8,6,338,7
4440,430,Image,TV show,Family going to the cinema,0.2830297003754816,3,0,0,338,1
4441,647,Video,Sports,Kid playing tennis,0.8510476610853611,17,8,7,338,8
4442,438,Image,Animals,Cat sleeping in bed,0.7401867469147834,10,2,1,338,1
4443,49,Video,TV show,Almodovar on the Oscars gala,0.19365996991303414,0,0,0,338,0
4444,41,Image,Animals,Giraffe smiling,0.1560056654166876,1,0,0,339,6
4445,835,Image,Music Artist,Michael Jackson dancing,0.6835218628985738,8,2,2,339,4
4446,985,Image,Music Artist,AC/DC playing the guitar,0.44245356897222343,4,2,1,339,6
4447,635,Image,TV show,Breaking bad scene,0.39151974026477054,3,1,1,339,5
4448,32,Image,Computer games,Flappy bird creator,0.8395812135796197,25,10,7,339,8
4449,861,Video,Sports,Mbappe coming to Madrid,0.1208007632399617,2,0,0,339,2
4450,329,Text,TV show,Watching the TV having dinner,0.18794085947846462,2,0,0,339,8
4451,647,Image,Sports,Cat playing football,0.04846243418318219,0,0,0,339,9
4452,984,Image,Music Artist,Led Zeppelin singing,0.6956582618010667,7,1,1,339,2
4453,242,Image,Travels,Dancing on Machu Picchu,0.6216196429577667,8,3,3,339,6
4454,196,Video,TV show,Black Batman costume,0.7811212762572197,16,4,4,339,8
4455,927,Image,Drink Brand,Green Fanta on the supermarket,0.19201772899742453,0,0,0,339,3
4456,356,Image,Animals,Family in the safari,0.522732715365221,4,2,2,339,6
4457,672,Video,Sports,Kid playing tennis,0.8609862231651806,22,6,6,339,9
4458,993,Video,Music Artist,Boy and girl dancing,0.3486068895682293,2,0,0,339,2
4459,765,Image,Sports,Cat playing football,0.17189975780798994,0,0,0,339,2
4460,839,Text,Animals,Dog raising her dogs,0.14899735031392858,0,0,0,339,9
4461,329,Image,Animals,Cat sleeping in bed,0.14632220631031234,0,0,0,339,7
4462,514,Image,TV show,Almodovar on the Oscars gala,0.7489776279172821,17,7,5,339,2
4463,761,Video,Sports,Playing paddle,0.9630225144213734,16,7,6,339,8
4464,279,Image,Animals,Grey cat jumping,0.8222494693679709,9,4,4,339,6
4465,664,Image,Music Artist,Pink Floyd doing a talk,0.8162381954102776,20,7,4,339,3
4466,603,Video,Sports,Palau Blaugrana show,0.633825296030254,14,2,2,339,6
4467,134,Text,TV show,Tv comedy,0.5605044813750566,3,0,0,339,9
4468,827,Text,TV show,The Great British Baking Show,0.3489217521710163,3,2,2,340,1
4469,364,Video,Music Artist,Michael Jackson dancing,0.6987808062632808,8,6,4,340,3
4470,537,Image,Music Artist,Eminem singing on NFL,0.17654072769205242,1,0,0,340,7
4471,900,Image,Animals,Dog with glasses and smiling,0.8566616640669903,10,4,4,340,0
4472,163,Text,Music Artist,Elvis Presley show,0.021864715812190183,1,1,1,341,5
4473,484,Text,TV show,Kid watching Better Call Saul,0.7033440187340233,10,7,6,341,3
4474,243,Video,Music Artist,AC/DC playing the guitar,0.09468285719013947,1,1,1,341,8
4475,587,Video,TV show,Black Batman costume,0.21633275372091798,0,0,0,341,8
4476,725,Video,Music Artist,Rap battle on the street,0.24247842325214752,0,0,0,341,3
4477,713,Video,TV show,Kid watching Better Call Saul,0.15631828368079237,0,0,0,341,0
4478,717,Image,News and present,Mental health,0.7428831427788639,8,5,2,341,2
4479,467,Video,Animals,Cat sleeping in bed,0.7186414059255478,4,0,0,341,7
4480,865,Text,TV show,Dog watching the TV,0.767815962628979,5,4,4,341,4
4481,13,Image,Sports,Playing paddle,0.694052717228873,22,8,5,341,8
4482,336,Video,Sports,Playing paddle,0.0017013538879965262,0,0,0,341,3
4483,517,Image,Sports,Tokio Olympic games,0.5932907024985592,10,3,3,341,3
4484,343,Image,News and present,Fight for women,0.2601203461088948,0,0,0,341,4
4485,276,Image,Animals,Giraffe smiling,0.7391172995755066,12,5,3,341,1
4486,603,Video,TV show,The Great British Baking Show,0.7730692994355004,12,6,4,341,2
4487,520,Image,Sports,Family running on the beach,0.3416413651416631,4,2,2,341,2
4488,352,Image,Music Artist,Eminem singing on NFL,0.3394169924215733,4,1,1,341,7
4489,46,Text,Computer games,Computer games shop,0.38777893734340574,4,0,0,341,8
4490,765,Video,Music Artist,Piano classes academy,0.4802457480400495,0,0,0,341,6
4491,883,Image,Sports,Tokio Olympic games,0.26216851150357134,1,1,1,342,7
4492,681,Image,Animals,Cat with glasses and smiling,0.4474008870450007,2,1,1,342,1
4493,683,Image,Computer games,Auronplay playing Minecraft,0.201003252588841,1,0,0,342,5
4494,907,Image,Food,Family eating lasagne,0.16827932200614348,0,0,0,342,5
4495,537,Text,TV show,Black Batman costume,0.5993849922117533,4,2,2,342,4
4496,763,Image,TV show,Almodovar on the Oscars gala,0.8718177590492797,6,3,3,342,5
4497,53,Video,Animals,Family in the safari,0.1748379508565867,0,0,0,342,5
4498,54,Text,Animals,Human touching a parrot,0.2708260884978255,1,0,0,342,9
4499,74,Image,TV show,Family going to the cinema,0.4168181330049171,4,1,0,342,9
4500,595,Video,Music Artist,Piano classes academy,0.761656233857431,10,4,4,342,4
4501,656,Video,Food,Workers picking coffee,0.45938809294702765,8,2,2,342,5
4502,679,Image,Drink Brand,Beer competition,0.4708826879192566,2,0,0,342,4
4503,356,Image,TV show,Family going to the cinema,0.8584903706976913,7,0,0,342,6
4504,530,Video,TV show,Family going to the cinema,0.7654362680267508,10,3,2,342,5
4505,967,Image,Food,Local food contest,0.9307455983595614,6,1,0,342,6
4506,50,Text,Sports,Family running on the beach,0.1563655217135249,0,0,0,342,8
4507,117,Image,TV show,Black Batman costume,0.5474849633831328,16,6,6,342,3
4508,319,Image,Computer games,Ibai Llanos streaming,0.5020601901218744,4,1,1,342,1
4509,641,Image,Animals,Happy zebra playing on the floor,0.5756199454566705,7,2,2,342,8
4510,357,Text,Music Artist,Pink Floyd doing a talk,0.3404232279580607,1,1,1,342,8
4511,85,Image,Animals,Cat eating,0.6198495477505802,14,5,4,342,3
4512,151,Image,TV show,Black Batman costume,0.9865950846924604,43,16,14,342,7
4513,288,Text,Food,Coca-Cola factory visitors,0.3534997722384905,4,3,3,342,9
4514,239,Image,Sports,Tokio Olympic games,0.16786333430010736,1,0,0,343,2
4515,783,Image,Sports,Playing paddle,0.6970716323216768,11,1,1,343,3
4516,855,Image,TV show,Black Batman costume,0.964719150570063,9,5,3,343,3
4517,271,Image,Food,Spanish Cuisine,0.37343884714577447,2,1,0,343,6
4518,336,Image,Travels,Taj Mahal sunset,0.17631506284708542,0,0,0,343,6
4519,482,Image,Animals,Family in the safari,0.16520021144909736,2,0,0,343,6
4520,261,Image,Music Artist,Michael Jackson dancing,0.1979640776752397,1,0,0,343,2
4521,419,Video,News and present,The billionaire space race,0.882464106411083,10,5,5,343,7
4522,662,Image,Computer games,Red Nintendo DS,0.32261060926148255,2,0,0,343,5
4523,240,Video,Animals,Humans visiting the zoo,0.5543777432277067,2,1,1,343,3
4524,41,Text,Food,Local food contest,0.8574409818459879,22,10,7,343,3
4525,705,Image,News and present,Putin negates Ukraine peace agreement,0.3405370011548762,7,1,1,343,3
4526,173,Image,Animals,Giraffe smiling,0.2292299894825155,1,0,0,343,3
4527,185,Text,Food,Local food contest,0.32031589589156195,5,1,0,343,3
4528,922,Video,Sports,Palau Blaugrana show,0.9906842724700621,14,6,4,343,4
4529,199,Video,TV show,Dog watching the TV,0.26633142278012756,3,1,1,343,7
4530,892,Image,Sports,Watching football on the TV,0.17514464084175285,0,0,0,343,3
4531,395,Video,Music Artist,Listening queen on the bed,0.02995563308200755,0,0,0,344,3
4532,571,Text,Animals,Dog raising her dogs,0.22713512437446481,1,0,0,344,8
4533,868,Image,News and present,Economic recovery and inflation,0.4535464260758125,3,0,0,344,4
4534,477,Image,TV show,Breaking bad scene,0.3264710206840852,1,0,0,344,2
4535,844,Video,Food,Family eating lasagne,0.28074730916514024,1,0,0,344,0
4536,667,Image,TV show,Kid watching Better Call Saul,0.8730778940993251,11,3,1,344,5
4537,771,Video,Sports,Playing paddle,0.902097397574678,11,3,3,344,10
4538,942,Image,Food,Turkish doner kebab,0.18835554419620926,0,0,0,344,5
4539,919,Image,Sports,Kid watching champions league on mobile phone,0.7908808877021944,6,3,2,344,3
4540,705,Image,Sports,Palau Blaugrana show,0.931323676894521,9,5,4,344,5
4541,841,Text,Music Artist,Rap battle on the street,0.8913950013116161,6,2,2,344,7
4542,198,Video,Music Artist,Listening queen on the bed,0.9445776406048454,14,4,3,344,9
4543,661,Image,TV show,Arcane breaking rankings,0.6547557136783149,11,4,4,344,2
4544,232,Video,Music Artist,Eminem singing on NFL,0.864285268004669,12,4,2,344,2
4545,953,Text,Music Artist,1M of assistants in a concert,0.846694411351966,19,6,5,344,9
4546,512,Video,Drink Brand,Heineken advertisement,0.5006789183890438,10,3,3,344,1
4547,736,Video,Sports,Playing paddle,0.7587564707013095,5,2,0,344,8
4548,155,Video,TV show,The Great British Baking Show,0.5839706036299703,7,1,1,344,5
4549,502,Image,TV show,Black Batman costume,0.5968601535672098,10,3,1,344,6
4550,657,Text,Music Artist,Elvis Presley show,0.7908085574802248,14,10,6,344,5
4551,178,Image,TV show,Family going to the cinema,0.9196485707968701,12,4,4,344,5
4552,212,Video,Music Artist,1M of assistants in a concert,0.7549872680428832,9,1,1,346,3
4553,918,Video,TV show,The Great British Baking Show,0.3095841880642808,4,0,0,346,7
4554,972,Video,Music Artist,Piano classes academy,0.5244230405624769,4,1,0,346,4
4555,224,Image,Animals,Family in the safari,0.39869439024282405,0,0,0,346,7
4556,280,Text,Sports,Visitors watching the Camp Nou,0.7368358767624918,14,6,5,346,6
4557,789,Text,Sports,Palau Blaugrana show,0.4195679707281976,3,1,1,346,2
4558,288,Text,TV show,Tv comedy,0.2003375601456432,0,0,0,346,3
4559,753,Text,Music Artist,Michael Jackson dancing,0.37132928492103456,3,1,0,346,6
4560,679,Image,TV show,Kid watching Better Call Saul,0.13807361251746886,0,0,0,346,6
4561,884,Image,Music Artist,Rap battle on the street,0.30584192640094543,4,2,2,346,1
4562,699,Video,Sports,Visitors watching the Camp Nou,0.9695693704387505,28,10,10,347,8
4563,294,Image,Sports,Kid watching champions league on mobile phone,0.03347640937359386,1,0,0,347,5
4564,563,Image,Sports,Tokio Olympic games,0.12344137795318266,0,0,0,347,0
4565,985,Image,Music Artist,Listening queen on the bed,0.10013524943814567,1,0,0,347,7
4566,203,Video,Sports,Tokio Olympic games,0.31309906033851165,0,0,0,347,9
4567,747,Text,Music Artist,Family singing,0.20656344061744047,0,0,0,347,0
4568,852,Video,Animals,Rabbit sleeping,0.7013394499925056,6,3,2,347,4
4569,88,Text,TV show,The Great British Baking Show,0.7752435861738722,12,6,5,347,5
4570,457,Video,Music Artist,Piano classes academy,0.3424140293967002,2,0,0,347,4
4571,126,Image,Music Artist,Viñarock tickets,0.27119673599968075,3,1,1,347,4
4572,833,Image,Music Artist,Rap battle on the street,0.14995205268973844,1,1,0,347,7
4573,365,Image,Music Artist,Piano classes academy,0.6393181891094074,5,2,1,348,8
4574,662,Image,Music Artist,Elvis Presley show,0.1425496243305585,2,0,0,348,8
4575,284,Image,Music Artist,Boy and girl dancing,0.1331481693506733,2,1,1,348,6
4576,418,Image,Drink Brand,Beer competition,0.128882472738875,1,0,0,348,4
4577,144,Image,TV show,The Great British Baking Show,0.2135522218271101,0,0,0,348,6
4578,519,Image,TV show,Almodovar on the Oscars gala,0.1042350414530866,1,0,0,348,2
4579,467,Video,Music Artist,Family singing,0.32277302431556554,2,0,0,348,5
4580,485,Video,Music Artist,Boy and girl dancing,0.8933175144171387,18,6,4,348,4
4581,17,Video,Food,Italian pizza with cheese,0.5589729853334771,12,4,0,348,8
4582,121,Image,TV show,Black Batman costume,0.3423316458586527,2,0,0,348,4
4583,726,Video,Sports,Tokio Olympic games,0.6083107072348095,10,4,4,348,0
4584,683,Image,Computer games,League of legends game,0.187706048301428,2,1,1,348,3
4585,196,Image,Music Artist,AC/DC playing the guitar,0.8649003909786257,16,8,5,348,4
4586,940,Video,Sports,Family running on the beach,0.4444578659570295,4,1,1,349,7
4587,710,Image,Sports,Playing paddle,0.20827975602469506,1,0,0,349,6
4588,651,Text,Sports,Kid playing tennis,0.1449565638131992,2,0,0,350,8
4589,423,Video,Computer games,Auronplay playing Minecraft,0.43867424015015044,3,1,1,350,2
4590,449,Image,Animals,Sad dog playing with a ball,0.7685421624571759,9,2,2,350,9
4591,912,Video,Animals,Human playing with his dog,0.26607978956962175,2,1,1,350,3
4592,603,Image,TV show,Dog watching the TV,0.5207585526578834,2,0,0,350,9
4593,172,Image,Food,Chorizo a la sidra,0.5841823440008724,14,7,4,350,1
4594,651,Text,Animals,Brown cat jumping,0.008321874084445735,2,0,0,351,5
4595,998,Image,Sports,Palau Blaugrana show,0.8891701620937736,4,0,0,351,4
4596,285,Text,Music Artist,Piano classes academy,0.0281257155886796,0,0,0,351,0
4597,54,Image,Sports,Lakers vs Miami match,0.3429249439239943,0,0,0,351,8
4598,254,Text,Sports,Kid playing tennis,0.9518652070054304,53,22,19,351,6
4599,540,Image,TV show,Tv comedy,0.8607849684357733,21,7,7,351,3
4600,600,Image,Computer games,Tutorial of Valorant,0.9899593654963044,16,4,3,351,6
4601,589,Image,Music Artist,Michael Jackson dancing,0.9729896105126823,8,3,2,351,7
4602,792,Video,Sports,Cat playing football,0.3980606452934541,0,0,0,351,0
4603,485,Image,TV show,Black Batman costume,0.5856335697294127,2,0,0,352,4
4604,351,Image,Music Artist,Led Zeppelin singing,0.8077720010502649,20,8,5,352,8
4605,990,Image,Computer games,Red Nintendo DS,0.5248729839357663,3,0,0,352,5
4606,907,Video,Music Artist,1M of assistants in a concert,0.19949593558762602,0,0,0,352,6
4607,597,Video,Sports,Tokio Olympic games,0.682132000066292,3,1,0,352,3
4608,572,Image,Sports,Palau Blaugrana show,0.9119262735465505,22,8,5,352,7
4609,58,Image,Food,Cheese fondue in Switzerland,0.20290537881544035,1,0,0,352,4
4610,982,Video,TV show,Dog watching the TV,0.651006284200206,7,2,2,352,1
4611,280,Video,Animals,Elephant walking,0.4010276461708231,5,2,2,352,2
4612,388,Video,Sports,Mbappe coming to Madrid,0.7468826901006896,14,6,6,352,5
4613,320,Image,News and present,The billionaire space race,0.8169796633505039,26,7,5,352,4
4614,385,Image,Computer games,League of legends game,0.25397238665536026,3,1,0,352,6
4615,732,Image,News and present,The rise of NFTs,0.13205633578241305,0,0,0,352,5
4616,644,Image,Computer games,Auronplay playing Minecraft,0.09998634445520882,1,0,0,352,10
4617,948,Image,Sports,Tokio Olympic games,0.3380911848445568,1,0,0,352,3
4618,915,Video,Music Artist,Rap battle on the street,0.8614815551042351,10,2,2,352,8
4619,861,Video,Animals,Grey cat jumping,0.13577293667209278,1,0,0,352,6
4620,92,Image,Sports,Playing paddle,0.9009610651432093,14,5,3,352,4
4621,279,Text,TV show,Dog watching the TV,0.614118574984643,8,3,3,352,4
4622,665,Video,TV show,Arcane breaking rankings,0.726099049941902,6,2,1,352,6
4623,281,Image,Music Artist,Boy and girl dancing,0.8434103544053552,47,18,11,352,9
4624,807,Video,Animals,Humans visiting the zoo,0.15268096578594015,1,1,1,352,8
4625,243,Video,TV show,Dog watching the TV,0.7764730930698428,9,1,1,352,5
4626,155,Image,Music Artist,Driving a car with music,0.47602307511537156,1,0,0,353,6
4627,973,Image,Animals,Giraffe smiling,0.3404243796072035,4,1,0,353,4
4628,462,Text,News and present,The rise of NFTs,0.827094447918032,5,3,3,353,7
4629,896,Image,TV show,Almodovar on the Oscars gala,0.44754577264246886,5,1,1,353,8
4630,654,Video,Sports,Mbappe coming to Madrid,0.7797405140717838,12,6,5,353,3
4631,451,Video,Music Artist,AC/DC playing the guitar,0.5547749737649709,5,4,3,353,8
4632,986,Image,TV show,Black Batman costume,0.10181057259532056,1,0,0,353,6
4633,461,Image,News and present,Fight for women,0.3146851007409953,2,1,0,353,0
4634,388,Image,Sports,Kid watching champions league on mobile phone,0.11978913868582386,1,0,0,353,2
4635,656,Video,Computer games,Auronplay playing Minecraft,0.8028263945401167,24,10,9,353,1
4636,810,Image,Sports,Family running on the beach,0.3891998085617242,2,1,1,353,2
4637,773,Video,TV show,Watching the TV having dinner,0.31238094088876744,2,0,0,353,2
4638,994,Image,Computer games,Tutorial of Valorant,0.16124480396845542,0,0,0,354,7
4639,326,Image,TV show,Black Batman costume,0.7090015593515129,7,2,2,354,7
4640,616,Text,Sports,Watching football on the TV,0.8333123341553152,13,3,2,354,6
4641,782,Text,TV show,Almodovar on the Oscars gala,0.616723970326713,15,5,5,354,8
4642,211,Video,Food,Chorizo a la sidra,0.3726991762190719,4,2,2,354,4
4643,505,Image,Sports,Visitors watching the Camp Nou,0.8307294901440045,21,4,2,354,1
4644,196,Text,Computer games,Happy family playing Wii,0.28409082214771153,8,4,3,354,7
4645,475,Image,Music Artist,Family singing,0.03289446401985552,0,0,0,354,6
4646,583,Image,TV show,Breaking bad scene,0.5036322208556551,5,1,1,354,4
4647,905,Text,Music Artist,Eminem singing on NFL,0.7829493953154508,3,1,1,354,3
4648,667,Image,TV show,Tv comedy,0.3684261420034479,4,3,0,354,4
4649,516,Video,TV show,Tv comedy,0.31468481330331044,2,0,0,354,9
4650,707,Text,Computer games,Auronplay playing Minecraft,0.7749208786700955,12,5,4,354,1
4651,615,Video,Music Artist,Viñarock tickets,0.5214872858118266,3,2,2,354,4
4652,828,Image,Animals,Cat with glasses and smiling,0.9169006557068895,23,9,7,354,8
4653,519,Image,TV show,Arcane breaking rankings,0.9997542541485852,37,13,13,354,7
4654,114,Image,Animals,Dog eating,0.024323530970201013,0,0,0,354,2
4655,446,Video,Music Artist,Boy and girl dancing,0.8967120385136081,13,6,5,354,3
4656,553,Video,Sports,Tokio Olympic games,0.9603735134419539,15,8,5,354,3
4657,926,Video,Music Artist,Michael Jackson dancing,0.3787968389273926,3,1,1,355,3
4658,736,Image,TV show,Dog watching the TV,0.2036308133632997,0,0,0,355,3
4659,613,Video,TV show,Family going to the cinema,0.20767953671332828,2,0,0,355,6
